animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_cond,intake_type,intake_subtype,reason,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A688672,JINX,CAT,BLACK,,Spayed,2022-09-13,2022-11-13,NORMAL,STRAY,OTC,,2022-11-17,"2300 BLK CARROLL PARK S, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,WEB,33.7689361,-118.1652232,Alive on Intake,FALSE,1,"{'lon': -118.1652232, 'lat': 33.7689361}"
A688673,TIGER,CAT,GRAY TABBY,,Spayed,2022-09-13,2022-11-13,NORMAL,STRAY,OTC,,2022-11-17,"2300 BLK CARROLL PARK S, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,WEB,33.7689361,-118.1652232,Alive on Intake,FALSE,1,"{'lon': -118.1652232, 'lat': 33.7689361}"
A656365,,OTHER,BROWN,,Unknown,2021-03-16,2021-04-12,UNDER AGE/WEIGHT,WILDLIFE,OTC,,2021-04-17,"2300 BLK CARROLL PARK W, LONG BEACH, CA 90814",LONG BEACH,DIED,IN CARE,33.7692309,-118.1640643,Alive on Intake,TRUE,0,"{'lon': -118.1640643, 'lat': 33.7692309}"
A701557,,OTHER,GRAY,,Female,2022-06-24,2023-06-24,INJURED  SEVERE,WILDLIFE,FIELD,,2023-06-24,2300 BLK CASPIAN AVE,LONG BEACH,RETURN TO WILD HABITAT,,33.7990705,-118.211974,Alive on Intake,FALSE,1,"{'lon': -118.211974, 'lat': 33.7990705}"
A729026,,CAT,WHITE,,Male,2024-09-19,2024-09-25,UNDER AGE/WEIGHT,STRAY,OTC,,2024-10-01,2300 BLK CASPIAN AVE LONG BEACH CA 90810,LONG BEACH,RESCUE,LITTLELION,33.799084,-118.211958,Alive on Intake,FALSE,1,"{'lon': -118.211958, 'lat': 33.799084}"
A729029,,CAT,CALICO,,Female,2024-09-19,2024-09-25,UNDER AGE/WEIGHT,STRAY,OTC,,2024-10-01,2300 BLK CASPIAN AVE LONG BEACH CA 90810,LONG BEACH,RESCUE,LITTLELION,33.799084,-118.211958,Alive on Intake,FALSE,1,"{'lon': -118.211958, 'lat': 33.799084}"
A721506,,OTHER,BLACK,WHITE,Unknown,2024-01-24,2024-05-24,ILL SEVERE,WILDLIFE,FIELD,,2024-05-24,2300 BLK CEDAR AVE,LONG BEACH,EUTHANASIA,ILL SEVERE,33.7990937,-118.1945945,Alive on Intake,TRUE,0,"{'lon': -118.1945945, 'lat': 33.7990937}"
A693988,,BIRD,GREEN,,Unknown,,2023-02-27,INJURED  MODERATE,WILDLIFE,FIELD,,2023-02-27,"2300 BLK CEDAR AVE, LONG BEACH CA, 90806",LONG BEACH,TRANSFER,LBAH,33.7991079,-118.1946126,Alive on Intake,FALSE,1,"{'lon': -118.1946126, 'lat': 33.7991079}"
A738974,KITTEN 4,CAT,BLACK,,Unknown,2025-03-28,2025-04-04,NORMAL,STRAY,OTC,,2025-04-04,"2300 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLELION,33.7989357,-118.1958891,Alive on Intake,FALSE,1,"{'lon': -118.1958891, 'lat': 33.7989357}"
A695163,*MEELA,DOG,WHITE,GRAY,Female,2021-09-22,2023-03-22,NORMAL,STRAY,OTC,,2023-04-01,"2300 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,,33.7989357,-118.1958891,Alive on Intake,FALSE,1,"{'lon': -118.1958891, 'lat': 33.7989357}"
A642287,BENJI,CAT,BRN TABBY,,Male,2020-04-16,2020-04-30,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-13,"2300 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,,33.7989357,-118.1958891,Alive on Intake,FALSE,1,"{'lon': -118.1958891, 'lat': 33.7989357}"
A615014,,CAT,BLACK,,Unknown,2018-08-21,2018-09-21,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-09-21,"2300 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.7989357,-118.1958891,Alive on Intake,TRUE,0,"{'lon': -118.1958891, 'lat': 33.7989357}"
A588829,*SPOOKLA,CAT,BLACK,,Neutered,2009-04-19,2017-04-19,FERAL,STRAY,OTC,,2017-05-04,"2300 BLK CLARK AVE, LONG BEACH, CA 90815",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7996215,-118.1339754,Alive on Intake,FALSE,1,"{'lon': -118.1339754, 'lat': 33.7996215}"
A432833,MOE,DOG,WHITE,BLACK,Neutered,2009-12-28,2019-11-24,AGED,STRAY,OTC,,2019-12-11,"2300 BLK DAISY AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,OTHER RESC,33.7989544,-118.198843,Alive on Intake,FALSE,1,"{'lon': -118.198843, 'lat': 33.7989544}"
A726808,*WINDA,CAT,GRAY TABBY,,Spayed,2024-07-03,2024-08-14,UNDER AGE/WEIGHT,STRAY,OTC,,2024-10-02,2300 BLK DAWSON AVE SIGNAL HILL CA 90755,SIGNAL HILL,ADOPTION,WEB,33.7901648,-118.1641752,Alive on Intake,FALSE,1,"{'lon': -118.1641752, 'lat': 33.7901648}"
A653606,*BLUE,DOG,WHITE,BROWN,Female,2020-12-01,2021-01-31,NORMAL,STRAY,FIELD,,2021-02-03,"2300 BLK DAWSON AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RETURN TO OWNER,WALKIN,33.7901648,-118.1641752,Alive on Intake,FALSE,1,"{'lon': -118.1641752, 'lat': 33.7901648}"
A597280,,CAT,BLACK,,Male,2017-08-17,2017-09-17,UNDER AGE/WEIGHT,STRAY,OTC,,2017-10-14,"2300 BLK E 19TH ST, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,CATPAWS,33.7916668,-118.1643933,Alive on Intake,FALSE,1,"{'lon': -118.1643933, 'lat': 33.7916668}"
A683284,*PUMPKIN SPICE,CAT,GRAY TABBY,,Neutered,2022-05-08,2022-09-07,NORMAL,STRAY,FIELD,,2023-01-04,"2300 BLK E 27TH ST, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,PFE/PAWSHP,33.805978,-118.1640557,Alive on Intake,FALSE,1,"{'lon': -118.1640557, 'lat': 33.805978}"
A642454,*REMI,DOG,BLACK,,Male,2010-05-06,2020-05-06,AGED,STRAY,FIELD,,2020-07-22,"2300 BLK E 4TH ST, LONG BEACH, CA 90814",LONG BEACH,RESCUE,LIVELOVE,33.7715535,-118.1642435,Alive on Intake,FALSE,1,"{'lon': -118.1642435, 'lat': 33.7715535}"
A592948,*JUJUBEE,CAT,TORTIE DIL,,Spayed,2014-07-05,2017-07-05,NORMAL,STRAY,OTC,,2017-07-29,"2300 BLK E 4TH ST, LONG BEACH, CA 90814",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7715535,-118.1642435,Alive on Intake,FALSE,1,"{'lon': -118.1642435, 'lat': 33.7715535}"
A620813,,BIRD,WHITE,GRAY,Unknown,,2019-01-24,INJURED  MODERATE,WILDLIFE,FIELD,,2019-01-24,"2300 BLK E 5TH ST, LONG BEACH, CA 90814",LONG BEACH,TRANSFER,LBAH,33.7724864,-118.1639837,Alive on Intake,FALSE,1,"{'lon': -118.1639837, 'lat': 33.7724864}"
A719721,,CAT,BRN TABBY,,Female,2024-04-09,2024-04-27,UNDER AGE/WEIGHT,STRAY,OTC,,2024-05-02,"2300 BLK E 6TH ST, LONG BEACH 90814",LONG BEACH,RESCUE,LITTLELION,33.7735323,-118.163843,Alive on Intake,FALSE,1,"{'lon': -118.163843, 'lat': 33.7735323}"
A719720,,CAT,BRN TABBY,,Female,2024-04-09,2024-04-27,UNDER AGE/WEIGHT,STRAY,OTC,,2024-05-02,"2300 BLK E 6TH ST, LONG BEACH 90814",LONG BEACH,RESCUE,LITTLELION,33.7735323,-118.163843,Alive on Intake,FALSE,1,"{'lon': -118.163843, 'lat': 33.7735323}"
A654854,*PEARL,DOG,GOLD,,Female,2012-03-10,2021-03-10,NORMAL,STRAY,OTC,,2021-03-17,"2300 BLK E 6TH ST, LONG BEACH, CA 90814",LONG BEACH,RESCUE,CAMPCOCKR,33.7735323,-118.163843,Alive on Intake,FALSE,1,"{'lon': -118.163843, 'lat': 33.7735323}"
A602841,,BIRD,WHITE,,Unknown,2017-01-19,2018-01-19,NORMAL,WILDLIFE,FIELD,,2018-01-20,"2300 BLK E 7TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,OTHER RESC,33.7746737,-118.1643388,Alive on Intake,FALSE,1,"{'lon': -118.1643388, 'lat': 33.7746737}"
A738596,*NASH,DOG,WHITE,TAN,Neutered,2023-03-27,2025-03-27,I/I REPORT,STRAY,FIELD,,,"2300 BLK E HARDING ST, LB 90805",LONG BEACH,,,33.8671583,-118.1653427,Alive on Intake,FALSE,1,"{'lon': -118.1653427, 'lat': 33.8671583}"
A608145,ELLA,DOG,WHITE,,Spayed,2016-03-22,2018-08-01,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2018-08-02,"2300 BLK E HARDING ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8671531,-118.1653544,Alive on Intake,FALSE,1,"{'lon': -118.1653544, 'lat': 33.8671531}"
A671568,BADGER,DOG,BROWN,TAN,Neutered,2021-09-11,2022-08-26,NORMAL,OWNER SURRENDER,OTC,AGG PEOPLE,2022-09-23,"2300 BLK E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,,33.8538405,-118.1656727,Alive on Intake,FALSE,1,"{'lon': -118.1656727, 'lat': 33.8538405}"
A737071,ROCKY,CAT,TORTIE,,Spayed,2024-04-20,2025-03-26,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2025-04-02,"2300 BLK E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8538405,-118.1656727,Alive on Intake,FALSE,1,"{'lon': -118.1656727, 'lat': 33.8538405}"
A622831,*SUN DROP,CAT,TORTIE,,Spayed,2014-03-07,2019-03-07,FRACTIOUS,STRAY,OTC,,2019-03-15,"2300 BLK E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8681326,-118.1656376,Alive on Intake,FALSE,1,"{'lon': -118.1656376, 'lat': 33.8681326}"
A622911,*MELLE MEL,CAT,GRAY TABBY,WHITE,Neutered,2017-03-08,2019-03-08,NORMAL,STRAY,OTC,,2019-03-15,"2300 BLK E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8681326,-118.1656376,Alive on Intake,FALSE,1,"{'lon': -118.1656376, 'lat': 33.8681326}"
A605673,,DOG,BLUE BRIND,,Female,2014-04-02,2018-04-02,INJURED  MODERATE,STRAY,FIELD,,2018-04-08,"2300 BLK E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,INJ MODERA,33.8681326,-118.1656376,Alive on Intake,TRUE,0,"{'lon': -118.1656376, 'lat': 33.8681326}"
A657955,*CHAI,CAT,BLACK,WHITE,Neutered,2021-04-27,2021-05-27,UNDER AGE/WEIGHT,STRAY,OTC,,2021-08-11,"2300 BLK E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,FOSTER TO ADOPT,,33.8681326,-118.1656376,Alive on Intake,FALSE,1,"{'lon': -118.1656376, 'lat': 33.8681326}"
A622908,*DUNKIN,CAT,BLACK,,Neutered,2017-03-08,2019-03-08,NORMAL,STRAY,OTC,,2019-03-15,"2300 BLK E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8681326,-118.1656376,Alive on Intake,FALSE,1,"{'lon': -118.1656376, 'lat': 33.8681326}"
A623498,*JOANN SLOAN,CAT,BRN TABBY,,Spayed,2017-03-20,2019-03-20,FRACTIOUS,STRAY,FIELD,,2019-03-30,"2300 BLK E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8681326,-118.1656376,Alive on Intake,FALSE,1,"{'lon': -118.1656376, 'lat': 33.8681326}"
A694820,*KITTEN 4,CAT,BLACK,,Neutered,2023-03-08,2023-03-17,UNDER AGE/WEIGHT,STRAY,OTC,,2023-03-18,"2300 BLK E. ANAHEIM ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLEPAWS,33.7824789,-118.1621343,Alive on Intake,FALSE,1,"{'lon': -118.1621343, 'lat': 33.7824789}"
A694822,*KIKI,CAT,BLACK,,Spayed,2023-03-08,2023-03-17,UNDER AGE/WEIGHT,STRAY,OTC,,2023-05-06,"2300 BLK E. ANAHEIM ST, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,,33.7824789,-118.1621343,Alive on Intake,FALSE,1,"{'lon': -118.1621343, 'lat': 33.7824789}"
A694825,*NEPTUNE,DOG,GRAY,WHITE,Spayed,2020-03-17,2023-03-17,NORMAL,STRAY,OTC,,2023-05-06,"2300 BLK E. ANAHEIM ST, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WEB,33.7824789,-118.1621343,Alive on Intake,FALSE,1,"{'lon': -118.1621343, 'lat': 33.7824789}"
A634303,ROCKY,DOG,BLACK,,Spayed,2014-09-27,2019-09-27,FRACTIOUS,OWNER SURRENDER,OTC,,2019-10-06,"2300 BLK EARL AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WALKIN,33.7988643,-118.191609,Alive on Intake,FALSE,1,"{'lon': -118.191609, 'lat': 33.7988643}"
A667288,*,BIRD,GRAY,,Unknown,,2021-11-27,INJURED  MILD,WILDLIFE,OTC,,2021-11-28,"2300 BLK EASY AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,LBAH,33.7989612,-118.2100175,Alive on Intake,FALSE,1,"{'lon': -118.2100175, 'lat': 33.7989612}"
A740075,*SHELLY,DOG,RED,WHITE,Spayed,2024-07-29,2025-04-29,NORMAL,WELFARE SEIZED,ABAN FIELD,,,2300 BLK EASY AVE. LONG BEACH CA 90810,LONG BEACH,,,33.7989472,-118.2100338,Alive on Intake,FALSE,1,"{'lon': -118.2100338, 'lat': 33.7989472}"
A672524,UNKNOWN,CAT,BLACK,WHITE,Male,2017-04-01,2022-04-01,INJURED  MODERATE,STRAY,OTC,,2022-04-01,"2300 BLK ELM AVE, LONG BEACH, CA 90806",LONG BEACH,DIED,IN KENNEL,33.799097,-118.1880416,Alive on Intake,TRUE,0,"{'lon': -118.1880416, 'lat': 33.799097}"
A642075,,WILD,GRAY,,Unknown,2017-04-22,2020-04-22,INJURED  SEVERE,WILDLIFE,FIELD,,2020-04-22,"2300 BLK FASHION AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,LBAH,33.7990713,-118.2086871,Alive on Intake,FALSE,1,"{'lon': -118.2086871, 'lat': 33.7990713}"
A629581,,WILD,PINK,,Unknown,,2019-07-10,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2019-07-10,"2300 BLK FAUST AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.8000069,-118.1147065,Alive on Intake,TRUE,0,"{'lon': -118.1147065, 'lat': 33.8000069}"
A698513,*MR. DARCY,CAT,WHITE,GRAY,Neutered,2023-04-26,2023-05-10,UNDER AGE/WEIGHT,STRAY,OTC,,2023-06-14,2300 BLK GALE AVE LB CA 90810,LONG BEACH,RESCUE,LITTLEPAWS,33.7990736,-118.2075447,Alive on Intake,FALSE,1,"{'lon': -118.2075447, 'lat': 33.7990736}"
A619232,LOU,DOG,WHITE,BROWN,Female,2017-12-23,2018-12-25,NORMAL,CONFISCATE,CRUELTY,,2018-12-26,"2300 BLK GALE AVE, LONG BEACH, CA 90810",LONG BEACH,RETURN TO OWNER,WALKIN,33.7990736,-118.2075447,Alive on Intake,FALSE,1,"{'lon': -118.2075447, 'lat': 33.7990736}"
A597552,*JESSIE,CAT,GRAY,WHITE,Female,2015-09-22,2017-09-22,ILL MILD,STRAY,FIELD,,2017-12-21,"2300 BLK LEWIS AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,CATPAWS,33.7992932,-118.1794086,Alive on Intake,FALSE,1,"{'lon': -118.1794086, 'lat': 33.7992932}"
A697068,*CRUTON,CAT,SEAL PT,,Female,2023-03-20,2023-04-20,NORMAL,STRAY,OTC,,2023-04-28,2300 BLK LINDEN AVE LB 90806,LONG BEACH,ADOPTION,,33.7989861,-118.1852385,Alive on Intake,FALSE,1,"{'lon': -118.1852385, 'lat': 33.7989861}"
A740248,,CAT,BRN TABBY,,Male,2024-05-02,2025-05-02,FRACTIOUS,STRAY,FIELD,,2025-05-02,"2300 BLK LINDEN AVE, LB CA 90806",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7990817,-118.1858097,Alive on Intake,TRUE,0,"{'lon': -118.1858097, 'lat': 33.7990817}"
A662037,*LINDEN1,CAT,BLACK,,Spayed,,2021-08-22,NORMAL,"TRAP, NEUTER, RETURN",,,2021-08-24,"2300 BLK LINDEN AVE, LONG BEACH, CA 90801",LONG BEACH,"TRAP, NEUTER, RELEASE",,33.7989861,-118.1852385,Alive on Intake,FALSE,1,"{'lon': -118.1852385, 'lat': 33.7989861}"
A590101,,CAT,GRAY,WHITE,Female,2017-04-11,2017-05-11,UNDER AGE/WEIGHT,STRAY,OTC,,2017-05-24,"2300 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,FNDANIFOUN,33.7989861,-118.1852385,Alive on Intake,FALSE,1,"{'lon': -118.1852385, 'lat': 33.7989861}"
A662397,*LINDEN7,CAT,BLACK,WHITE,Spayed,2021-10-16,2022-01-16,NORMAL,"TRAP, NEUTER, RETURN",,,2022-01-18,"2300 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,"TRAP, NEUTER, RELEASE",,33.7989861,-118.1852385,Alive on Intake,FALSE,1,"{'lon': -118.1852385, 'lat': 33.7989861}"
A590097,,CAT,GRAY,,Male,2017-04-11,2017-05-11,UNDER AGE/WEIGHT,STRAY,OTC,,2017-05-24,"2300 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,FNDANIFOUN,33.7989861,-118.1852385,Alive on Intake,FALSE,1,"{'lon': -118.1852385, 'lat': 33.7989861}"
A692597,LILY,CAT,BLACK,,Spayed,2022-12-28,2023-01-28,ILL MILD,STRAY,OTC,,2023-01-29,"2300 BLK LINDEN BLK, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATPAWS,33.7989861,-118.1852385,Alive on Intake,FALSE,1,"{'lon': -118.1852385, 'lat': 33.7989861}"
A639050,*DILLON,DOG,WHITE,BROWN,Male,2016-01-26,2020-01-26,INJURED  MODERATE,STRAY,OTC,,2020-02-08,"2300 BLK LOCUST AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LIVELOVE,33.7989404,-118.1905437,Alive on Intake,FALSE,1,"{'lon': -118.1905437, 'lat': 33.7989404}"
A717115,BENNY,RABBIT,BROWN,BLACK,Neutered,2023-07-15,2024-03-15,NORMAL,OWNER SURRENDER,OTC,GIFT,2024-03-17,2300 BLK LONG BEACH BLVD LONG BEACH CA 90806,LONG BEACH,RESCUE,RABBITRES,33.7991449,-118.1890617,Alive on Intake,FALSE,1,"{'lon': -118.1890617, 'lat': 33.7991449}"
A418767,YELLOW,DOG,GOLD,,Male,2008-11-13,2020-12-09,NORMAL,STRAY,FIELD,,2020-12-09,"2300 BLK LONG BEACH BLVD, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7991449,-118.1890617,Alive on Intake,FALSE,1,"{'lon': -118.1890617, 'lat': 33.7991449}"
A586226,,CAT,BLACK,WHITE,Female,2014-02-23,2017-02-23,NORMAL,STRAY,OTC,,2017-03-01,"2300 BLK MONTAIR AVE, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,33.799187,-118.1261433,Alive on Intake,FALSE,1,"{'lon': -118.1261433, 'lat': 33.799187}"
A725684,,WILD,BLACK,WHITE,Unknown,2021-07-27,2024-07-27,INJURED  MODERATE,WILDLIFE,FIELD,,2024-07-27,2300 BLK MYRTLE AVE,LONG BEACH,EUTHANASIA,INJ SEVERE,33.798941,-118.1817676,Alive on Intake,TRUE,0,"{'lon': -118.1817676, 'lat': 33.798941}"
A703956,*KYLIE,DOG,BLACK,,Spayed,2016-07-30,2023-07-30,NORMAL,STRAY,OTC,,2023-08-24,2300 BLK OLIVE AVE LONG BEACH CA 90806,LONG BEACH,ADOPTION,WEB,33.7989453,-118.1828505,Alive on Intake,FALSE,1,"{'lon': -118.1828505, 'lat': 33.7989453}"
A613190,SUGGA,DOG,WHITE,BLACK,Female,2018-04-20,2025-03-26,NORMAL,STRAY,FIELD,,2025-03-26,2300 BLK OLIVE AVE. LONG BEACH CA 90806,LONG BEACH,RETURN TO OWNER,FRE RID HM,33.798956,-118.1828628,Alive on Intake,FALSE,1,"{'lon': -118.1828628, 'lat': 33.798956}"
A738562,NACHA,CAT,GRAY,,Female,2013-03-27,2025-03-26,NORMAL,STRAY,FIELD,,2025-03-27,2300 BLK OLIVE AVE. LONG BEACH CA 90806,LONG BEACH,DISPOSAL,ACS DISPO,33.798956,-118.1828628,Alive on Intake,FALSE,1,"{'lon': -118.1828628, 'lat': 33.798956}"
A644692,*NALA,DOG,GOLD,,Spayed,2018-07-02,2020-07-02,NORMAL,STRAY,FIELD,,2020-07-11,"2300 BLK OREGON AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,33.7990027,-118.2010529,Alive on Intake,FALSE,1,"{'lon': -118.2010529, 'lat': 33.7990027}"
A700453,*FAMOUS AMOS,CAT,TRICOLOR,,Neutered,2023-05-09,2023-06-09,UNDER AGE/WEIGHT,STRAY,OTC,,2023-06-21,"2300 BLK PALO VERDE AVE. LONG BEACH, CA 90815",LONG BEACH,ADOPTION,,33.7982917,-118.1079243,Alive on Intake,FALSE,1,"{'lon': -118.1079243, 'lat': 33.7982917}"
A729208,SOGGY PANTS,REPTILE,GREEN,,Female,2019-10-02,2024-10-02,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2024-10-16,2300 BLK PARK AVE LONG BEACH CA 90815,LONG BEACH,RESCUE,,33.7997198,-118.1376591,Alive on Intake,FALSE,1,"{'lon': -118.1376591, 'lat': 33.7997198}"
A600476,MRS. T,REPTILE,BROWN,,Female,1967-11-26,2017-11-26,NORMAL,SAFE KEEP,OWNER DIED,,2017-11-29,"2300 BLK PARK AVE, LONG BEACH, CA 90815",LONG BEACH,RETURN TO OWNER,WALKIN,33.7997147,-118.1376545,Alive on Intake,FALSE,1,"{'lon': -118.1376545, 'lat': 33.7997147}"
A721305,,REPTILE,GREEN,,Unknown,,2024-05-22,NORMAL,STRAY,OTC,,2024-05-26,2300 BLK PINE AVE LONG BEACH CA 90806,LONG BEACH,RESCUE,SC REPTILE,33.7991087,-118.192376,Alive on Intake,FALSE,1,"{'lon': -118.192376, 'lat': 33.7991087}"
A628598,,BIRD,GRAY,BLACK,Unknown,2018-06-20,2019-06-20,INJURED  SEVERE,WILDLIFE,FIELD,,2019-06-20,"2300 BLK ROSWELL AVE, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,LBAH,33.7997061,-118.1433996,Alive on Intake,FALSE,1,"{'lon': -118.1433996, 'lat': 33.7997061}"
A662131,,BIRD,GREEN,,Unknown,,2021-08-20,INJURED  MILD,WILDLIFE,OTC,,2021-08-21,"2300 BLK ROSWELL AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7997061,-118.1433996,Alive on Intake,TRUE,0,"{'lon': -118.1433996, 'lat': 33.7997061}"
A603950,,CAT,GRAY,,Male,2013-02-19,2018-02-19,NORMAL,STRAY,OTC,,2018-02-22,"2300 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,33.7989387,-118.2153729,Alive on Intake,FALSE,1,"{'lon': -118.2153729, 'lat': 33.7989387}"
A677657,,BIRD,YELLOW,,Unknown,,2022-06-14,ILL MODERATETE,STRAY,FIELD,,2022-06-14,"2300 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,LBAH,33.7989387,-118.2153729,Alive on Intake,FALSE,1,"{'lon': -118.2153729, 'lat': 33.7989387}"
A601644,ROMEO,DOG,WHITE,BROWN,Neutered,2015-01-01,2018-01-01,NORMAL,STRAY,FIELD,,2018-01-03,"2300 BLK SARAH CT, SIGNAL HILL, CA 90755",SIGNAL HILL,RETURN TO OWNER,WALKIN,33.7986112,-118.1557602,Alive on Intake,FALSE,1,"{'lon': -118.1557602, 'lat': 33.7986112}"
A723813,,CAT,TORTIE,,Female,2024-05-23,2024-07-03,UNDER AGE/WEIGHT,STRAY,OTC,,2024-07-13,2300 BLK SEABRIGHT AVE LONG BEACH CA 90810,LONG BEACH,EUTHANASIA,ILL SEVERE,33.7990858,-118.2174036,Alive on Intake,TRUE,0,"{'lon': -118.2174036, 'lat': 33.7990858}"
A646522,,CAT,BLACK,WHITE,Female,2020-07-01,2020-08-01,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-08-13,"2300 BLK SEABRIGHT AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,33.79907439999999,-118.2174145,Alive on Intake,FALSE,1,"{'lon': -118.2174145, 'lat': 33.79907439999999}"
A646524,,CAT,GRAY,WHITE,Female,2020-07-01,2020-08-01,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-08-13,"2300 BLK SEABRIGHT AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,33.79907439999999,-118.2174145,Alive on Intake,FALSE,1,"{'lon': -118.2174145, 'lat': 33.79907439999999}"
A632842,*COTTON CANDY,CAT,TORTIE DIL,,Female,2019-06-01,2019-08-31,FRACTIOUS,STRAY,OTC,,2019-09-13,"2300 BLK SNOWDEN AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7991951,-118.1122907,Alive on Intake,TRUE,0,"{'lon': -118.1122907, 'lat': 33.7991951}"
A632844,*MR GOODBAR,CAT,BLACK,,Male,2019-06-01,2019-08-31,FRACTIOUS,STRAY,OTC,,2019-11-30,"2300 BLK SNOWDEN AVE, LONG BEACH, CA 90815",LONG BEACH,RESCUE,CATPAWS,33.7991951,-118.1122907,Alive on Intake,FALSE,1,"{'lon': -118.1122907, 'lat': 33.7991951}"
A698498,SERENDIPITY,DOG,BROWN,BLACK,Female,2022-05-10,2023-05-10,NORMAL,STRAY,OTC,,2023-05-14,2300 BLK SOUTH ST CER 90703,CERRITOS,ADOPTION,,33.8724552,-118.0595907,Alive on Intake,FALSE,1,"{'lon': -118.0595907, 'lat': 33.8724552}"
A698431,*ROCKET,CAT,BLACK,,Spayed,2023-04-07,2023-05-07,NORMAL,STRAY,OTC,,2023-08-30,2300 BLK SPAULDING ST LB 90804,LONG BEACH,ADOPTION,WEB,33.7851458,-118.1642912,Alive on Intake,FALSE,1,"{'lon': -118.1642912, 'lat': 33.7851458}"
A721562,,BIRD,BROWN,,Unknown,2024-03-25,2024-05-25,INJURED  MODERATE,WILDLIFE,FIELD,,2024-05-25,2300 BLK STEARNLEE AVE,LONG BEACH,RETURN TO WILD HABITAT,,33.7987351,-118.1279719,Alive on Intake,FALSE,1,"{'lon': -118.1279719, 'lat': 33.7987351}"
